id_gene,ensembl,gene_name,hgnc_symbol,protein_name,protein_id
790,ENSG00000144476,ACKR3,ACKR3,ACKR3_HUMAN,790
791,ENSG00000179934,CCR8,CCR8,CCR8_HUMAN,791
792,ENSG00000056736,IL17RB,IL17RB,IL17RB_HUMAN,792
793,ENSG00000177663,IL17RA,IL17RA,IL17RA_HUMAN,793
794,ENSG00000163702,IL17RC,IL17RC,IL17RC_HUMAN,794
795,ENSG00000163701,IL17RE,IL17RE,IL17RE_HUMAN,795
796,ENSG00000163599,CTLA4,CTLA4,CTLA4_HUMAN,796
797,ENSG00000010610,CD4,CD4,CD4_HUMAN,797
798,ENSG00000153563,CD8A,CD8A,CD8A_HUMAN,798
799,ENSG00000188389,PDCD1,PDCD1,PDCD1_HUMAN,799
800,ENSG00000165246,NLGN4Y,NLGN4Y,NLGN4Y_HUMAN,800
801,ENSG00000091129,NRCAM,NRCAM,NRCAM_HUMAN,801
802,ENSG00000012124,CD22,CD22,CD22_HUMAN,802
803,ENSG00000174469,CNTNAP2,CNTNAP2,CNTNAP2_HUMAN,803
804,ENSG00000196358,NTNG2,NTNG2,NTNG2_HUMAN,804
805,ENSG00000181104,F2R,F2R,F2R_HUMAN,805
806,ENSG00000170820,FSHR,FSHR,FSHR_HUMAN,806
807,ENSG00000138039,LHCGR,LHCGR,LHCGR_HUMAN,807
808,ENSG00000165409,TSHR,TSHR,TSHR_HUMAN,808
809,ENSG00000213949,ITGA1,ITGA1,ITGA1_HUMAN,809
810,ENSG00000164171,ITGA2,ITGA2,ITGA2_HUMAN,810
811,ENSG00000005884,ITGA3,ITGA3,ITGA3_HUMAN,811
812,ENSG00000161638,ITGA5,ITGA5,ITGA5_HUMAN,812
813,ENSG00000091409,ITGA6,ITGA6,ITGA6_HUMAN,813
814,ENSG00000135424,ITGA7,ITGA7,ITGA7_HUMAN,814
815,ENSG00000077943,ITGA8,ITGA8,ITGA8_HUMAN,815
816,ENSG00000143127,ITGA10,ITGA10,ITGA10_HUMAN,816
817,ENSG00000137809,ITGA11,ITGA11,ITGA11_HUMAN,817
818,ENSG00000138448,ITGAV,ITGAV,ITGAV_HUMAN,818
819,ENSG00000259207,ITGB3,ITGB3,ITGB3_HUMAN,819
820,ENSG00000005961,ITGA2B,ITGA2B,ITGA2B_HUMAN,820
821,ENSG00000082781,ITGB5,ITGB5,ITGB5_HUMAN,821
822,ENSG00000115221,ITGB6,ITGB6,ITGB6_HUMAN,822
823,ENSG00000105855,ITGB8,ITGB8,ITGB8_HUMAN,823
824,ENSG00000132470,ITGB4,ITGB4,ITGB4_HUMAN,824
825,ENSG00000026508,CD44,CD44,CD44_HUMAN,825
826,ENSG00000115884,SDC1,SDC1,SDC1_HUMAN,826
827,ENSG00000122012,SV2C,SV2C,SV2C_HUMAN,827
828,ENSG00000135218,CD36,CD36,CD36_HUMAN,828
829,ENSG00000169704,GP9,GP9,GP9_HUMAN,829
830,ENSG00000203618,GP1BB,GP1BB,GP1BB_HUMAN,830
831,ENSG00000185245,GP1BA,GP1BA,GP1BA_HUMAN,831
832,ENSG00000178732,GP5,GP5,GP5_HUMAN,832
833,ENSG00000088053,GP6,GP6,GP6_HUMAN,833
834,ENSG00000173402,DAG1,DAG1,DAG1_HUMAN,834
835,ENSG00000196776,CD47,CD47,CD47_HUMAN,835
836,ENSG00000171860,C3AR1,C3AR1,C3AR1_HUMAN,836
837,ENSG00000004948,CALCR,CALCR,CALCR_HUMAN,837
838,ENSG00000183695,MRGPRX2,MRGPRX2,MRGPRX2_HUMAN,838
839,ENSG00000166856,GPR182,GPR182,GPR182_HUMAN,839
840,ENSG00000139874,SSTR1,SSTR1,SSTR1_HUMAN,840
841,ENSG00000132671,SSTR4,SSTR4,SSTR4_HUMAN,841
842,ENSG00000162009,SSTR5,SSTR5,SSTR5_HUMAN,842
843,ENSG00000278195,SSTR3,SSTR3,SSTR3_HUMAN,843
844,ENSG00000180616,SSTR2,SSTR2,SSTR2_HUMAN,844
845,ENSG00000205213,LGR4,LGR4,LGR4_HUMAN,845
846,ENSG00000133067,LGR6,LGR6,LGR6_HUMAN,846
847,ENSG00000139292,LGR5,LGR5,LGR5_HUMAN,847
848,ENSG00000183862,CNGA2,CNGA2,CNGA2_HUMAN,848
849,ENSG00000154678,PDE1C,PDE1C,PDE1C_HUMAN,849
850,ENSG00000123360,PDE1B,PDE1B,PDE1B_HUMAN,850
851,ENSG00000143473,KCNH1,KCNH1,KCNH1_HUMAN,851
852,ENSG00000065534,MYLK,MYLK,MYLK_HUMAN,852
853,ENSG00000101306,MYLK2,MYLK2,MYLK2_HUMAN,853
854,ENSG00000115252,PDE1A,PDE1A,PDE1A_HUMAN,854
855,ENSG00000133105,RXFP2,RXFP2,RXFP2_HUMAN,855
856,ENSG00000171509,RXFP1,RXFP1,RXFP1_HUMAN,856
857,ENSG00000182631,RXFP3,RXFP3,RXFP3_HUMAN,857
858,ENSG00000173080,RXFP4,RXFP4,RXFP4_HUMAN,858
859,ENSG00000174600,CMKLR1,CMKLR1,CMKLR1_HUMAN,859
860,Unknown00008,GPR1,GPR1,GPR1_HUMAN,860
861,ENSG00000186867,QRFPR,QRFPR,QRFPR_HUMAN,861
862,ENSG00000012779,ALOX5,ALOX5,ALOX5_HUMAN,862
863,ENSG00000134817,APLNR,APLNR,APLNR_HUMAN,863
864,ENSG00000171051,FPR1,FPR1,FPR1_HUMAN,864
865,ENSG00000187474,FPR3,FPR3,FPR3_HUMAN,865
866,ENSG00000171049,FPR2,FPR2,FPR2_HUMAN,866
867,ENSG00000197405,C5AR1,C5AR1,C5AR1_HUMAN,867
868,ENSG00000134830,C5AR2,C5AR2,C5AR2_HUMAN,868
869,ENSG00000121797,CCRL2,CCRL2,CCRL2_HUMAN,869
870,ENSG00000129048,ACKR4,ACKR4,ACKR4_HUMAN,870
871,ENSG00000119737,GPR75,GPR75,GPR75_HUMAN,871
872,ENSG00000134489,HRH4,HRH4,HRH4_HUMAN,872
873,ENSG00000120156,TEK,TEK,TEK_HUMAN,873
874,ENSG00000151617,EDNRA,EDNRA,EDNRA_HUMAN,874
875,ENSG00000136160,EDNRB,EDNRB,EDNRB_HUMAN,875
876,ENSG00000166573,GALR1,GALR1,GALR1_HUMAN,876
877,ENSG00000128310,GALR3,GALR3,GALR3_HUMAN,877
878,ENSG00000182687,GALR2,GALR2,GALR2_HUMAN,878
879,ENSG00000163394,CCKAR,CCKAR,CCKAR_HUMAN,879
880,ENSG00000110148,CCKBR,CCKBR,CCKBR_HUMAN,880
881,ENSG00000215644,GCGR,GCGR,GCGR_HUMAN,881
882,ENSG00000065325,GLP2R,GLP2R,GLP2R_HUMAN,882
883,ENSG00000112164,GLP1R,GLP1R,GLP1R_HUMAN,883
884,ENSG00000121853,GHSR,GHSR,GHSR_HUMAN,884
885,ENSG00000010310,GIPR,GIPR,GIPR_HUMAN,885
886,ENSG00000109163,GNRHR,GNRHR,GNRHR_HUMAN,886
887,ENSG00000121764,HCRTR1,HCRTR1,HCRTR1_HUMAN,887
888,ENSG00000137252,HCRTR2,HCRTR2,HCRTR2_HUMAN,888
889,ENSG00000140443,IGF1R,IGF1R,IGF1R_HUMAN,889
890,ENSG00000187688,TRPV2,TRPV2,TRPV2_HUMAN,890
891,ENSG00000171105,INSR,INSR,INSR_HUMAN,891
892,ENSG00000116014,KISS1R,KISS1R,KISS1R_HUMAN,892
893,ENSG00000100739,BDKRB1,BDKRB1,BDKRB1_HUMAN,893
894,ENSG00000168398,BDKRB2,BDKRB2,BDKRB2_HUMAN,894
895,ENSG00000102539,MLNR,MLNR,MLNR_HUMAN,895
896,ENSG00000164078,MST1R,MST1R,MST1R_HUMAN,896
897,ENSG00000174804,FZD4,FZD4,FZD4_HUMAN,897
898,ENSG00000126010,GRPR,GRPR,GRPR_HUMAN,898
899,ENSG00000135577,NMBR,NMBR,NMBR_HUMAN,899
900,ENSG00000171596,NMUR1,NMUR1,NMUR1_HUMAN,900
901,ENSG00000132911,NMUR2,NMUR2,NMUR2_HUMAN,901
902,ENSG00000159899,NPR2,NPR2,NPR2_HUMAN,902
903,ENSG00000187258,NPSR1,NPSR1,NPSR1_HUMAN,903
904,ENSG00000288611,NPBWR1,NPBWR1,NPBWR1_HUMAN,904
905,ENSG00000125522,NPBWR2,NPBWR2,NPBWR2_HUMAN,905
906,ENSG00000064300,NGFR,NGFR,NGFR_HUMAN,906
907,ENSG00000140538,NTRK3,NTRK3,NTRK3_HUMAN,907
908,ENSG00000101188,NTSR1,NTSR1,NTSR1_HUMAN,908
909,ENSG00000169006,NTSR2,NTSR2,NTSR2_HUMAN,909
910,ENSG00000113389,NPR3,NPR3,NPR3_HUMAN,910
911,ENSG00000126895,AVPR2,AVPR2,AVPR2_HUMAN,911
912,ENSG00000198049,AVPR1B,AVPR1B,AVPR1B_HUMAN,912
913,ENSG00000180914,OXTR,OXTR,OXTR_HUMAN,913
914,ENSG00000166148,AVPR1A,AVPR1A,AVPR1A_HUMAN,914
915,ENSG00000128285,MCHR1,MCHR1,MCHR1_HUMAN,915
916,ENSG00000152034,MCHR2,MCHR2,MCHR2_HUMAN,916
917,ENSG00000125510,OPRL1,OPRL1,OPRL1_HUMAN,917
918,ENSG00000129219,PLD2,PLD2,PLD2_HUMAN,918
919,ENSG00000169418,NPR1,NPR1,NPR1_HUMAN,919
920,ENSG00000169618,PROKR1,PROKR1,PROKR1_HUMAN,920
921,ENSG00000101292,PROKR2,PROKR2,PROKR2_HUMAN,921
922,ENSG00000092445,TYRO3,TYRO3,TYRO3_HUMAN,922
923,ENSG00000167601,AXL,AXL,AXL_HUMAN,923
924,ENSG00000153208,MERTK,MERTK,MERTK_HUMAN,924
925,ENSG00000170775,GPR37,GPR37,GPR37_HUMAN,925
926,ENSG00000170075,GPR37L1,GPR37L1,GPR37L1_HUMAN,926
927,ENSG00000144407,PTH2R,PTH2R,PTH2R_HUMAN,927
928,ENSG00000160801,PTH1R,PTH1R,PTH1R_HUMAN,928
929,ENSG00000119973,PRLHR,PRLHR,PRLHR_HUMAN,929
930,ENSG00000164128,NPY1R,NPY1R,NPY1R_HUMAN,930
931,ENSG00000164129,NPY5R,NPY5R,NPY5R_HUMAN,931
932,ENSG00000204174,NPY4R,NPY4R,NPY4R_HUMAN,932
933,ENSG00000185149,NPY2R,NPY2R,NPY2R_HUMAN,933
934,ENSG00000148734,NPFFR1,NPFFR1,NPFFR1_HUMAN,934
935,ENSG00000056291,NPFFR2,NPFFR2,NPFFR2_HUMAN,935
936,ENSG00000130368,MAS1,MAS1,MAS1_HUMAN,936
937,ENSG00000144891,AGTR1,AGTR1,AGTR1_HUMAN,937
938,ENSG00000180772,AGTR2,AGTR2,AGTR2_HUMAN,938
939,ENSG00000075073,TACR2,TACR2,TACR2_HUMAN,939
940,ENSG00000169836,TACR3,TACR3,TACR3_HUMAN,940
941,ENSG00000115353,TACR1,TACR1,TACR1_HUMAN,941
942,ENSG00000215788,TNFRSF25,TNFRSF25,TNFRSF25_HUMAN,942
943,ENSG00000174417,TRHR,TRHR,TRHR_HUMAN,943
944,ENSG00000178568,ERBB4,ERBB4,ERBB4_HUMAN,944
945,ENSG00000065361,ERBB3,ERBB3,ERBB3_HUMAN,945
946,ENSG00000106113,CRHR2,CRHR2,CRHR2_HUMAN,946
947,ENSG00000120088,CRHR1,CRHR1,CRHR1_HUMAN,947
948,ENSG00000185231,MC2R,MC2R,MC2R_HUMAN,948
949,ENSG00000116329,OPRD1,OPRD1,OPRD1_HUMAN,949
950,ENSG00000112038,OPRM1,OPRM1,OPRM1_HUMAN,950
951,ENSG00000082556,OPRK1,OPRK1,OPRK1_HUMAN,951
952,ENSG00000170255,MRGPRX1,MRGPRX1,MRGPRX1_HUMAN,952
953,ENSG00000258839,MC1R,MC1R,MC1R_HUMAN,953
954,ENSG00000166603,MC4R,MC4R,MC4R_HUMAN,954
955,ENSG00000176136,MC5R,MC5R,MC5R_HUMAN,955
956,ENSG00000124089,MC3R,MC3R,MC3R_HUMAN,956
957,ENSG00000181408,UTS2R,UTS2R,UTS2R_HUMAN,957
958,ENSG00000080293,SCTR,SCTR,SCTR_HUMAN,958
959,ENSG00000078549,ADCYAP1R1,ADCYAP1R1,ADCYAP1R1_HUMAN,959
960,ENSG00000106018,VIPR2,VIPR2,VIPR2_HUMAN,960
961,ENSG00000114812,VIPR1,VIPR1,VIPR1_HUMAN,961
962,ENSG00000164930,FZD6,FZD6,FZD6_HUMAN,962
963,ENSG00000123384,LRP1,LRP1,LRP1_HUMAN,963
964,ENSG00000168412,MTNR1A,MTNR1A,MTNR1A_HUMAN,964
965,ENSG00000134640,MTNR1B,MTNR1B,MTNR1B_HUMAN,965
966,ENSG00000124145,SDC4,SDC4,SDC4_HUMAN,966
967,ENSG00000159346,ADIPOR1,ADIPOR1,ADIPOR1_HUMAN,967
968,ENSG00000006831,ADIPOR2,ADIPOR2,ADIPOR2_HUMAN,968
969,ENSG00000064989,CALCRL,CALCRL,CALCRL_HUMAN,969
970,ENSG00000132329,RAMP1,RAMP1,RAMP1_HUMAN,970
971,ENSG00000131477,RAMP2,RAMP2,RAMP2_HUMAN,971
972,ENSG00000030304,MUSK,MUSK,MUSK_HUMAN,972
973,ENSG00000081479,LRP2,LRP2,LRP2_HUMAN,973
974,ENSG00000066056,TIE1,TIE1,TIE1_HUMAN,974
975,ENSG00000130164,LDLR,LDLR,LDLR_HUMAN,975
976,ENSG00000162337,LRP5,LRP5,LRP5_HUMAN,976
977,ENSG00000157193,LRP8,LRP8,LRP8_HUMAN,977
978,ENSG00000137642,SORL1,SORL1,SORL1_HUMAN,978
979,ENSG00000147852,VLDLR,VLDLR,VLDLR_HUMAN,979
980,ENSG00000146013,GFRA3,GFRA3,GFRA3_HUMAN,980
981,ENSG00000088812,ATRN,ATRN,ATRN_HUMAN,981
982,ENSG00000102858,MGRN1,MGRN1,MGRN1_HUMAN,982
983,ENSG00000148053,NTRK2,NTRK2,NTRK2_HUMAN,983
984,ENSG00000139567,ACVRL1,ACVRL1,ACVRL1_HUMAN,984
985,ENSG00000140678,ITGAX,ITGAX,ITGAX_HUMAN,985
986,ENSG00000074660,SCARF1,SCARF1,SCARF1_HUMAN,986
987,ENSG00000144648,ACKR2,ACKR2,ACKR2_HUMAN,987
988,ENSG00000083457,ITGAE,ITGAE,ITGAE_HUMAN,988
989,ENSG00000063660,GPC1,GPC1,GPC1_HUMAN,989
990,ENSG00000204580,DDR1,DDR1,DDR1_HUMAN,990
991,ENSG00000162733,DDR2,DDR2,DDR2_HUMAN,991
992,ENSG00000162512,SDC3,SDC3,SDC3_HUMAN,992
993,ENSG00000070018,LRP6,LRP6,LRP6_HUMAN,993
994,ENSG00000164161,HHIP,HHIP,HHIP_HUMAN,994
995,ENSG00000117425,PTCH2,PTCH2,PTCH2_HUMAN,995
996,ENSG00000183762,KREMEN1,KREMEN1,KREMEN1_HUMAN,996
997,ENSG00000131650,KREMEN2,KREMEN2,KREMEN2_HUMAN,997
998,ENSG00000148400,NOTCH1,NOTCH1,NOTCH1_HUMAN,998
999,ENSG00000134250,NOTCH2,NOTCH2,NOTCH2_HUMAN,999
1000,ENSG00000074181,NOTCH3,NOTCH3,NOTCH3_HUMAN,1000
1001,ENSG00000204301,NOTCH4,NOTCH4,NOTCH4_HUMAN,1001
1002,ENSG00000177697,CD151,CD151,CD151_HUMAN,1002
1003,ENSG00000168028,RPSA,RPSA,RPSA_HUMAN,1003
1004,ENSG00000146904,EPHA1,EPHA1,EPHA1_HUMAN,1004
1005,ENSG00000142627,EPHA2,EPHA2,EPHA2_HUMAN,1005
1006,ENSG00000044524,EPHA3,EPHA3,EPHA3_HUMAN,1006
1007,ENSG00000116106,EPHA4,EPHA4,EPHA4_HUMAN,1007
1008,ENSG00000145242,EPHA5,EPHA5,EPHA5_HUMAN,1008
1009,ENSG00000080224,EPHA6,EPHA6,EPHA6_HUMAN,1009
1010,ENSG00000135333,EPHA7,EPHA7,EPHA7_HUMAN,1010
1011,ENSG00000070886,EPHA8,EPHA8,EPHA8_HUMAN,1011
1012,ENSG00000154928,EPHB1,EPHB1,EPHB1_HUMAN,1012
1013,ENSG00000133216,EPHB2,EPHB2,EPHB2_HUMAN,1013
1014,ENSG00000182580,EPHB3,EPHB3,EPHB3_HUMAN,1014
1015,ENSG00000196411,EPHB4,EPHB4,EPHB4_HUMAN,1015
1016,ENSG00000106123,EPHB6,EPHB6,EPHB6_HUMAN,1016
1017,ENSG00000164251,F2RL1,F2RL1,F2RL1_HUMAN,1017
1018,ENSG00000164220,F2RL2,F2RL2,F2RL2_HUMAN,1018
1019,ENSG00000127533,F2RL3,F2RL3,F2RL3_HUMAN,1019
1020,ENSG00000117525,F3,F3,F3_HUMAN,1020
1021,ENSG00000077782,FGFR1,FGFR1,FGFR1_HUMAN,1021
1022,ENSG00000066468,FGFR2,FGFR2,FGFR2_HUMAN,1022
1023,ENSG00000068078,FGFR3,FGFR3,FGFR3_HUMAN,1023
1024,ENSG00000160867,FGFR4,FGFR4,FGFR4_HUMAN,1024
1025,ENSG00000169439,SDC2,SDC2,SDC2_HUMAN,1025
1026,ENSG00000124493,GRM4,GRM4,GRM4_HUMAN,1026
1027,ENSG00000169071,ROR2,ROR2,ROR2_HUMAN,1027
1028,ENSG00000151892,GFRA1,GFRA1,GFRA1_HUMAN,1028
1029,ENSG00000168546,GFRA2,GFRA2,GFRA2_HUMAN,1029
1030,ENSG00000106128,GHRHR,GHRHR,GHRHR_HUMAN,1030
1031,ENSG00000183840,GPR39,GPR39,GPR39_HUMAN,1031
1032,ENSG00000159461,AMFR,AMFR,AMFR_HUMAN,1032
1033,ENSG00000127191,TRAF2,TRAF2,TRAF2_HUMAN,1033
1034,ENSG00000070019,GUCY2C,GUCY2C,GUCY2C_HUMAN,1034
1035,ENSG00000197081,IGF2R,IGF2R,IGF2R_HUMAN,1035
1036,ENSG00000072571,HMMR,HMMR,HMMR_HUMAN,1036
1037,ENSG00000196639,HRH1,HRH1,HRH1_HUMAN,1037
1038,ENSG00000113749,HRH2,HRH2,HRH2_HUMAN,1038
1039,ENSG00000101180,HRH3,HRH3,HRH3_HUMAN,1039
1040,ENSG00000240403,KIR3DL2,KIR3DL2,KIR3DL2_HUMAN,1040
1041,ENSG00000167633,KIR3DL1,KIR3DL1,KIR3DL1_HUMAN,1041
1042,ENSG00000125498,KIR2DL1,KIR2DL1,KIR2DL1_HUMAN,1042
1043,ENSG00000243772,KIR2DL3,KIR2DL3,KIR2DL3_HUMAN,1043
1044,ENSG00000221957,KIR2DS4,KIR2DS4,KIR2DS4_HUMAN,1044
1045,ENSG00000134545,KLRC1,KLRC1,KLRC1_HUMAN,1045
1046,ENSG00000205809,KLRC2,KLRC2,KLRC2_HUMAN,1046
1047,ENSG00000134539,KLRD1,KLRD1,KLRD1_HUMAN,1047
1048,ENSG00000189013,KIR2DL4,KIR2DL4,KIR2DL4_HUMAN,1048
1049,ENSG00000104972,LILRB1,LILRB1,LILRB1_HUMAN,1049
1050,ENSG00000105426,PTPRS,PTPRS,PTPRS_HUMAN,1050
1051,ENSG00000185920,PTCH1,PTCH1,PTCH1_HUMAN,1051
1052,ENSG00000123496,IL13RA2,IL13RA2,IL13RA2_HUMAN,1052
1053,ENSG00000169306,IL1RAPL1,IL1RAPL1,IL1RAPL1_HUMAN,1053
1054,ENSG00000174564,IL20RB,IL20RB,IL20RB_HUMAN,1054
1055,ENSG00000164509,IL31RA,IL31RA,IL31RA_HUMAN,1055
1056,ENSG00000069702,TGFBR3,TGFBR3,TGFBR3_HUMAN,1056
1057,ENSG00000095739,BAMBI,BAMBI,BAMBI_HUMAN,1057
1058,ENSG00000181619,GPR135,GPR135,GPR135_HUMAN,1058
1059,ENSG00000198121,LPAR1,LPAR1,LPAR1_HUMAN,1059
1060,ENSG00000064547,LPAR2,LPAR2,LPAR2_HUMAN,1060
1061,ENSG00000147145,LPAR4,LPAR4,LPAR4_HUMAN,1061
1062,ENSG00000120256,LRP11,LRP11,LRP11_HUMAN,1062
1063,ENSG00000171094,ALK,ALK,ALK_HUMAN,1063
1064,ENSG00000127329,PTPRB,PTPRB,PTPRB_HUMAN,1064
1065,ENSG00000106278,PTPRZ1,PTPRZ1,PTPRZ1_HUMAN,1065
1066,ENSG00000154134,ROBO3,ROBO3,ROBO3_HUMAN,1066
1067,ENSG00000198400,NTRK1,NTRK1,NTRK1_HUMAN,1067
1068,ENSG00000134243,SORT1,SORT1,SORT1_HUMAN,1068
1069,ENSG00000110076,NRXN2,NRXN2,NRXN2_HUMAN,1069
1070,ENSG00000123612,ACVR1C,ACVR1C,ACVR1C_HUMAN,1070
1071,ENSG00000141736,ERBB2,ERBB2,ERBB2_HUMAN,1071
1072,ENSG00000187323,DCC,DCC,DCC_HUMAN,1072
1073,ENSG00000182168,UNC5C,UNC5C,UNC5C_HUMAN,1073
1074,ENSG00000064309,CDON,CDON,CDON_HUMAN,1074
1075,ENSG00000067141,NEO1,NEO1,NEO1_HUMAN,1075
1076,ENSG00000113763,UNC5A,UNC5A,UNC5A_HUMAN,1076
1077,ENSG00000164307,ERAP1,ERAP1,ERAP1_HUMAN,1077
1078,ENSG00000169783,LINGO1,LINGO1,LINGO1_HUMAN,1078
1079,ENSG00000060491,OGFR,OGFR,OGFR_HUMAN,1079
1080,ENSG00000101000,PROCR,PROCR,PROCR_HUMAN,1080
1081,ENSG00000178726,THBD,THBD,THBD_HUMAN,1081
1082,ENSG00000099250,NRP1,NRP1,NRP1_HUMAN,1082
1083,ENSG00000011422,PLAUR,PLAUR,PLAUR_HUMAN,1083
1084,ENSG00000162736,NCSTN,NCSTN,NCSTN_HUMAN,1084
1085,ENSG00000125861,GFRA4,GFRA4,GFRA4_HUMAN,1085
1086,ENSG00000070495,JMJD6,JMJD6,JMJD6_HUMAN,1086
1087,ENSG00000073060,SCARB1,SCARB1,SCARB1_HUMAN,1087
1088,ENSG00000183134,PTGDR2,PTGDR2,PTGDR2_HUMAN,1088
1089,ENSG00000174944,P2RY14,P2RY14,P2RY14_HUMAN,1089
1090,ENSG00000182220,ATP6AP2,ATP6AP2,ATP6AP2_HUMAN,1090
1091,ENSG00000040608,RTN4R,RTN4R,RTN4R_HUMAN,1091
1092,ENSG00000127863,TNFRSF19,TNFRSF19,TNFRSF19_HUMAN,1092
1093,ENSG00000114554,PLXNA1,PLXNA1,PLXNA1_HUMAN,1093
1094,ENSG00000076356,PLXNA2,PLXNA2,PLXNA2_HUMAN,1094
1095,ENSG00000221866,PLXNA4,PLXNA4,PLXNA4_HUMAN,1095
1096,ENSG00000118257,NRP2,NRP2,NRP2_HUMAN,1096
1097,ENSG00000004399,PLXND1,PLXND1,PLXND1_HUMAN,1097
1098,ENSG00000130827,PLXNA3,PLXNA3,PLXNA3_HUMAN,1098
1099,ENSG00000164050,PLXNB1,PLXNB1,PLXNB1_HUMAN,1099
1100,ENSG00000136040,PLXNC1,PLXNC1,PLXNC1_HUMAN,1100
1101,ENSG00000144857,BOC,BOC,BOC_HUMAN,1101
1102,ENSG00000128602,SMO,SMO,SMO_HUMAN,1102
1103,ENSG00000154133,ROBO4,ROBO4,ROBO4_HUMAN,1103
1104,ENSG00000072274,TFRC,TFRC,TFRC_HUMAN,1104
1105,ENSG00000146072,TNFRSF21,TNFRSF21,TNFRSF21_HUMAN,1105
1106,ENSG00000178394,HTR1A,HTR1A,HTR1A_HUMAN,1106
1107,ENSG00000135312,HTR1B,HTR1B,HTR1B_HUMAN,1107
1108,ENSG00000179546,HTR1D,HTR1D,HTR1D_HUMAN,1108
1109,ENSG00000168830,HTR1E,HTR1E,HTR1E_HUMAN,1109
1110,ENSG00000179097,HTR1F,HTR1F,HTR1F_HUMAN,1110
1111,ENSG00000102468,HTR2A,HTR2A,HTR2A_HUMAN,1111
1112,ENSG00000135914,HTR2B,HTR2B,HTR2B_HUMAN,1112
1113,ENSG00000147246,HTR2C,HTR2C,HTR2C_HUMAN,1113
1114,ENSG00000164270,HTR4,HTR4,HTR4_HUMAN,1114
1115,ENSG00000157219,HTR5A,HTR5A,HTR5A_HUMAN,1115
1116,ENSG00000158748,HTR6,HTR6,HTR6_HUMAN,1116
1117,ENSG00000148680,HTR7,HTR7,HTR7_HUMAN,1117
1118,ENSG00000213809,KLRK1,KLRK1,KLRK1_HUMAN,1118
1119,ENSG00000156886,ITGAD,ITGAD,ITGAD_HUMAN,1119
1120,ENSG00000155760,FZD7,FZD7,FZD7_HUMAN,1120
1121,ENSG00000104290,FZD3,FZD3,FZD3_HUMAN,1121
1122,ENSG00000177283,FZD8,FZD8,FZD8_HUMAN,1122
1123,ENSG00000188763,FZD9,FZD9,FZD9_HUMAN,1123
1124,ENSG00000163785,RYK,RYK,RYK_HUMAN,1124
1125,ENSG00000180340,FZD2,FZD2,FZD2_HUMAN,1125
1126,ENSG00000163251,FZD5,FZD5,FZD5_HUMAN,1126
1127,ENSG00000157240,FZD1,FZD1,FZD1_HUMAN,1127
1128,ENSG00000111432,FZD10,FZD10,FZD10_HUMAN,1128
1129,ENSG00000176170,SPHK1,SPHK1,SPHK1_HUMAN,1129
1130,ENSG00000104332,SFRP1,SFRP1,SFRP1_HUMAN,1130
1131,ENSG00000239732,TLR9,TLR9,TLR9_HUMAN,1131
1132,ENSG00000135124,P2RX4,P2RX4,P2RX4_HUMAN,1132
1133,ENSG00000204628,RACK1,RACK1,RACK1_HUMAN,1133
1134,ENSG00000132535,DLG4,DLG4,DLG4_HUMAN,1134
1135,ENSG00000076716,GPC4,GPC4,GPC4_HUMAN,1135
1136,ENSG00000169252,ADRB2,ADRB2,ADRB2_HUMAN,1136
1137,ENSG00000162896,PIGR,PIGR,PIGR_HUMAN,1137
1138,ENSG00000213088,ACKR1,ACKR1,ACKR1_HUMAN,1138
1139,ENSG00000091831,ESR1,ESR1,ESR1_HUMAN,1139
1140,ENSG00000133800,LYVE1,LYVE1,LYVE1_HUMAN,1140
1141,ENSG00000105699,LSR,LSR,LSR_HUMAN,1141
1142,ENSG00000012232,EXTL3,EXTL3,EXTL3_HUMAN,1142
1143,ENSG00000183098,GPC6,GPC6,GPC6_HUMAN,1143
1144,ENSG00000101958,GLRA2,GLRA2,GLRA2_HUMAN,1144
1145,ENSG00000163914,RHO,RHO,RHO_HUMAN,1145
1146,ENSG00000185483,ROR1,ROR1,ROR1_HUMAN,1146
1147,ENSG00000136869,TLR4,TLR4,TLR4_HUMAN,1147
1148,ENSG00000137462,TLR2,TLR2,TLR2_HUMAN,1148
1149,ENSG00000174125,TLR1,TLR1,TLR1_HUMAN,1149
1150,ENSG00000196689,TRPV1,TRPV1,TRPV1_HUMAN,1150
1151,ENSG00000112655,PTK7,PTK7,PTK7_HUMAN,1151
1152,ENSG00000075711,DLG1,DLG1,DLG1_HUMAN,1152
1153,ENSG00000111424,VDR,VDR,VDR_HUMAN,1153
1154,ENSG00000197043,ANXA6,ANXA6,ANXA6_HUMAN,1154
1155,ENSG00000096433,ITPR3,ITPR3,ITPR3_HUMAN,1155
1156,ENSG00000152822,GRM1,GRM1,GRM1_HUMAN,1156
1157,ENSG00000150995,ITPR1,ITPR1,ITPR1_HUMAN,1157
1158,ENSG00000019582,CD74,CD74,CD74_HUMAN,1158
1159,ENSG00000115602,IL1RL1,IL1RL1,IL1RL1_HUMAN,1159
1160,ENSG00000132376,INPP5K,INPP5K,INPP5K_HUMAN,1160
1161,ENSG00000165029,ABCA1,ABCA1,ABCA1_HUMAN,1161
1162,ENSG00000138435,CHRNA1,CHRNA1,CHRNA1_HUMAN,1162
1163,ENSG00000104998,IL27RA,IL27RA,IL27RA_HUMAN,1163
1164,ENSG00000161509,GRIN2C,GRIN2C,GRIN2C_HUMAN,1164
